gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1,0,1,1,69,1,0,1,1,1,1,0,0,0,2,1,3,59.75,4069.90,Not Churn
1,1,0,0,11,1,0,2,0,0,0,0,0,1,0,1,1,78.5,874.20,Not Churn
0,0,1,0,11,1,1,2,0,1,0,0,1,1,0,1,1,102,1145.35,Churn
1,0,0,0,29,1,0,1,0,0,1,0,0,0,0,0,3,48.95,1323.70,Not Churn
0,0,1,0,57,1,1,2,1,0,0,0,1,1,0,1,1,99.65,5497.05,Not Churn
1,0,0,0,28,1,0,0,2,2,2,2,2,2,1,0,3,18.25,534.70,Not Churn
0,0,0,0,42,1,0,1,1,0,1,0,0,0,0,0,3,54.55,2455.05,Not Churn
0,0,0,0,2,1,0,0,2,2,2,2,2,2,0,0,2,20.65,38.70,Churn
1,0,0,1,23,0,2,1,1,1,0,1,0,0,1,0,3,40.65,947.40,Not Churn
0,0,1,1,18,1,0,0,2,2,2,2,2,2,0,0,2,20.45,357.00,Not Churn
1,0,1,1,62,1,1,0,2,2,2,2,2,2,1,0,3,24.8,1476.25,Not Churn
0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,2,70.8,70.80,Churn
1,0,0,0,16,1,1,2,0,0,0,1,0,1,0,1,3,89.05,1448.60,Churn
0,0,0,0,3,1,1,2,0,0,0,0,1,1,0,1,1,96.6,291.90,Churn
1,0,0,0,67,1,1,1,1,1,1,1,1,1,1,1,3,88.8,5903.15,Not Churn
1,0,0,0,62,1,0,0,2,2,2,2,2,2,2,1,3,20.05,1201.65,Not Churn
0,0,1,0,57,1,1,2,0,1,1,0,1,1,0,1,3,104.5,5921.35,Churn
1,0,0,0,2,1,0,2,0,0,0,0,0,0,0,1,1,69.8,146.65,Not Churn
0,0,1,1,23,1,1,1,1,0,1,1,1,0,2,1,3,77.15,1759.40,Not Churn
0,0,0,1,25,0,2,1,1,0,0,1,0,0,2,0,3,35.05,844.45,Not Churn
0,1,0,0,72,1,1,2,0,1,1,1,1,1,2,1,3,108.1,7774.05,Not Churn
0,0,1,0,2,1,1,2,0,0,0,0,1,0,0,1,1,84.05,134.05,Not Churn
0,0,0,0,8,1,0,0,2,2,2,2,2,2,1,1,3,20.2,140.95,Not Churn
0,0,0,0,5,1,1,1,0,0,0,0,0,0,0,1,2,50.6,249.95,Churn
1,0,0,0,35,0,2,1,0,0,1,0,1,1,0,0,1,49.2,1701.65,Not Churn
1,0,0,0,24,1,1,0,2,2,2,2,2,2,1,0,1,24.6,592.65,Not Churn
0,0,1,1,2,1,0,2,0,0,0,0,0,0,0,1,1,71.65,135.75,Not Churn
1,0,1,1,72,1,1,2,1,1,1,1,0,1,2,1,3,104.9,7732.65,Not Churn
0,0,0,0,41,1,1,2,1,1,1,1,1,0,0,1,1,106.5,4282.40,Not Churn
1,0,0,1,4,1,0,1,1,0,0,0,0,0,0,0,1,49.35,219.65,Churn
1,0,0,0,26,1,0,2,0,1,0,0,0,0,1,0,3,75.5,2018.10,Not Churn
1,0,0,0,7,1,0,2,0,1,0,0,1,1,0,1,1,94.25,669.00,Churn
0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,1,1,68.95,68.95,Churn
0,0,1,1,4,1,1,1,0,1,0,1,0,0,0,1,2,58.5,224.85,Not Churn
1,0,0,0,48,1,0,1,0,1,1,1,1,1,2,0,3,78.9,3771.50,Not Churn
1,1,0,0,2,1,1,2,0,0,0,0,1,1,0,1,1,93.85,196.75,Churn
0,1,1,0,12,1,0,1,1,0,1,1,1,1,1,1,1,79.2,943.85,Not Churn
1,0,1,0,60,1,1,2,1,0,1,1,1,1,0,1,3,109.45,6572.85,Not Churn
1,0,0,0,55,1,0,1,1,0,1,1,0,0,2,1,1,59.2,3175.85,Not Churn
1,0,0,0,1,0,2,1,0,0,0,1,0,0,0,0,2,29.15,29.15,Not Churn
1,0,0,0,1,1,0,0,2,2,2,2,2,2,0,0,2,20.05,20.05,Not Churn
1,0,0,0,4,1,1,2,0,0,0,0,0,0,0,1,1,76.05,318.90,Churn
1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,2,24.45,24.45,Churn
0,0,0,0,42,1,0,1,0,0,1,1,0,1,2,0,3,66.5,2762.75,Not Churn
0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,3,49.55,49.55,Not Churn
1,0,0,0,7,1,1,2,0,0,1,0,1,0,0,1,3,89.35,631.85,Churn
1,0,0,0,3,1,0,2,0,0,1,0,0,0,0,1,3,73.6,232.50,Not Churn
0,0,1,0,72,1,1,1,1,1,1,0,1,1,2,1,3,82.65,5919.35,Not Churn
1,0,0,0,15,1,1,1,0,0,0,0,0,0,0,1,1,49,749.25,Not Churn
1,0,1,0,4,1,0,2,0,0,0,0,1,0,0,1,1,80.35,307.40,Churn
0,0,0,0,11,1,1,0,2,2,2,2,2,2,1,0,1,25.2,245.15,Not Churn
0,0,0,0,5,1,1,0,2,2,2,2,2,2,0,0,2,25.45,134.75,Not Churn
0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,55.8,55.80,Churn
1,0,1,0,72,1,1,2,1,0,1,1,1,1,2,1,3,110.9,8240.85,Not Churn
0,0,1,0,55,1,1,2,0,1,0,0,0,0,0,1,3,77.75,4266.40,Not Churn
0,0,1,1,40,1,1,0,2,2,2,2,2,2,0,1,1,26.2,1077.50,Not Churn
0,0,1,0,57,1,0,0,2,2,2,2,2,2,2,0,3,19.9,1115.60,Not Churn
1,0,0,0,1,1,0,2,0,0,0,0,1,0,0,1,1,79.05,79.05,Churn
1,0,1,0,1,1,0,2,1,0,0,0,1,1,0,1,1,95,95.00,Churn
0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,2,25.2,25.20,Churn
1,1,1,1,52,1,1,1,0,1,1,0,1,1,1,1,1,80.85,4079.55,Not Churn
1,1,0,0,41,1,1,2,0,0,1,0,1,1,0,1,1,98.4,4187.75,Churn
1,0,1,0,43,1,0,1,0,0,0,0,1,0,1,1,2,56.35,2391.15,Not Churn
0,0,1,1,47,1,0,0,2,2,2,2,2,2,2,0,3,19.3,890.50,Not Churn
1,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,3,50.4,137.25,Not Churn
1,1,1,1,66,1,1,1,1,1,1,1,1,0,2,0,3,79.4,5154.60,Churn
1,0,1,1,55,1,0,1,0,0,1,1,0,0,2,1,3,55.25,3119.90,Not Churn
1,0,0,0,29,1,0,0,2,2,2,2,2,2,1,0,2,19.1,529.50,Not Churn
0,0,0,1,12,1,1,2,0,0,0,0,1,0,0,1,1,84.05,966.55,Not Churn
0,0,1,0,66,1,1,2,0,1,1,0,1,1,0,1,1,105.2,6936.85,Not Churn
1,1,0,0,35,1,1,2,0,0,1,0,1,1,0,1,1,101.4,3496.30,Churn
1,1,1,0,10,1,1,2,0,0,1,0,0,1,0,1,1,89.8,914.30,Churn
1,0,1,1,27,1,1,2,0,0,0,0,0,0,0,1,3,75.75,1929.00,Not Churn
0,0,0,0,58,1,0,2,0,0,0,1,1,1,0,1,1,95.3,5817.70,Not Churn
1,0,1,0,54,1,0,2,1,1,1,1,1,1,2,0,3,109.75,6110.20,Churn
1,0,0,0,9,1,0,0,2,2,2,2,2,2,0,0,2,19.85,178.80,Not Churn
1,0,0,0,2,1,0,0,2,2,2,2,2,2,1,0,3,19.3,28.30,Churn
1,0,0,0,6,1,0,2,0,0,0,0,0,0,0,1,1,69.1,435.00,Not Churn
0,1,0,0,26,1,0,2,0,0,0,0,1,1,0,1,1,91.25,2351.80,Churn
0,0,0,0,9,1,0,0,2,2,2,2,2,2,0,0,2,20.25,186.15,Not Churn
1,0,1,0,8,1,0,1,0,1,1,0,0,0,0,1,2,54.75,445.85,Not Churn
1,0,0,0,12,1,0,2,0,0,0,0,1,0,0,1,1,81.45,912.00,Not Churn
0,0,0,0,15,1,1,1,0,0,0,0,0,0,0,1,1,49.1,679.55,Churn
1,0,1,0,43,1,1,1,1,0,1,0,1,1,1,1,1,80.2,3581.60,Not Churn
1,0,0,0,42,1,1,2,0,0,0,1,1,1,0,1,1,100.3,4222.95,Not Churn
0,0,0,0,31,1,1,1,1,0,1,1,0,0,0,0,3,65.25,1994.30,Churn
0,0,0,1,66,1,1,2,1,0,1,1,0,0,2,1,3,90.95,5930.05,Not Churn
0,1,0,0,18,1,1,2,0,1,0,1,0,0,0,1,1,85.45,1505.85,Churn
1,0,0,0,1,1,0,0,2,2,2,2,2,2,0,0,2,20,20.00,Not Churn
1,0,1,0,61,1,1,2,0,1,0,1,1,0,2,1,1,94.1,5638.30,Churn
1,0,0,0,10,1,1,2,0,1,0,0,0,0,0,0,1,79.85,797.25,Not Churn
1,1,0,0,1,1,0,2,0,0,0,0,0,0,0,1,1,71.65,71.65,Churn
0,1,0,0,18,1,0,2,0,1,0,0,0,0,0,1,1,73.55,1359.45,Not Churn
1,0,1,0,24,1,1,2,0,1,1,0,1,1,0,1,1,104.65,2542.45,Churn
0,0,1,1,3,1,0,0,2,2,2,2,2,2,0,0,2,19.3,54.70,Not Churn
1,0,0,0,50,1,0,0,2,2,2,2,2,2,1,0,3,20.15,989.05,Not Churn
1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,44.55,44.55,Not Churn
1,0,0,0,2,1,0,1,1,0,0,1,0,0,0,1,2,54.45,87.30,Not Churn
1,0,0,0,17,1,0,0,2,2,2,2,2,2,1,1,3,19.65,351.55,Not Churn
1,0,1,1,69,1,1,2,0,1,1,0,1,1,2,1,1,105,7297.75,Not Churn
1,0,1,0,72,1,1,1,1,1,1,1,1,1,2,1,3,88.7,6301.70,Not Churn
0,0,0,0,3,1,1,2,0,0,0,0,0,0,0,1,1,74.25,210.30,Churn
1,1,1,1,50,1,1,1,1,1,1,0,0,1,2,1,3,75.15,3822.45,Not Churn
0,0,0,0,53,1,0,0,2,2,2,2,2,2,2,0,2,20.25,1048.45,Not Churn
0,0,1,0,58,1,1,2,1,1,0,1,1,1,2,1,3,109.1,6393.65,Not Churn
1,0,0,0,46,0,2,1,1,0,0,0,0,0,1,1,3,30.75,1489.30,Not Churn
1,1,1,0,72,1,1,2,1,1,1,1,1,1,0,1,3,112.9,8061.50,Not Churn
0,1,0,0,1,1,1,2,0,0,0,0,0,0,0,1,1,74.2,74.20,Churn
0,0,1,1,6,1,1,2,0,1,1,0,1,0,0,1,2,94.05,518.75,Not Churn
1,0,1,0,72,1,1,1,1,1,1,1,0,1,2,0,3,78.85,5763.15,Not Churn
1,0,0,0,4,1,0,1,0,0,0,0,0,1,0,1,2,55.3,238.50,Not Churn
0,0,1,1,52,1,0,0,2,2,2,2,2,2,2,0,2,19.35,1031.70,Not Churn
0,0,0,0,2,1,0,0,2,2,2,2,2,2,1,0,2,20.45,34.80,Not Churn
0,0,1,0,65,1,0,0,2,2,2,2,2,2,2,0,3,19.35,1319.95,Not Churn
1,1,1,0,43,1,1,2,0,1,0,0,1,1,0,1,1,101,4388.40,Churn
1,0,1,0,4,1,1,2,0,1,0,0,1,1,0,1,1,100.2,420.20,Churn
1,1,1,0,25,1,1,2,1,0,0,0,0,1,1,1,1,89.05,2177.45,Churn
0,0,1,0,51,1,1,1,0,1,0,1,1,1,1,1,3,78.65,3950.85,Not Churn
1,0,0,0,12,1,1,1,0,0,1,0,1,1,0,0,3,74.75,827.05,Not Churn
0,0,1,1,57,1,0,1,1,0,0,0,1,1,1,1,3,70.1,3913.30,Churn
0,0,1,1,24,1,0,0,2,2,2,2,2,2,1,0,2,19.9,533.50,Not Churn
0,0,1,0,64,1,1,1,0,0,1,1,0,0,1,0,3,58.35,3756.45,Not Churn
0,0,0,0,4,1,0,2,0,1,1,1,1,1,1,1,1,105.65,443.90,Churn
0,0,0,0,26,1,1,2,0,0,1,0,1,1,0,1,3,100.5,2599.95,Not Churn
0,0,1,1,15,1,0,0,2,2,2,2,2,2,0,0,2,20.05,284.30,Not Churn
1,1,1,0,64,1,1,0,2,2,2,2,2,2,2,0,3,25.65,1740.80,Not Churn
1,1,1,0,36,1,1,2,0,1,0,0,1,1,0,1,1,96.5,3436.10,Churn
0,0,1,0,27,1,1,2,0,0,0,0,1,1,0,0,3,95,2462.55,Not Churn
1,1,1,0,1,1,0,2,0,0,0,0,0,0,0,0,2,70.85,70.85,Churn
0,0,0,0,35,1,1,1,1,0,1,1,1,1,1,1,3,85.95,3110.10,Churn
1,0,0,0,4,1,0,2,0,0,1,0,0,0,0,1,1,73.9,280.85,Churn
0,0,1,1,8,1,0,1,0,0,0,0,0,0,0,1,1,45.45,411.75,Not Churn
1,0,0,0,10,1,0,0,2,2,2,2,2,2,0,1,3,20,198.60,Not Churn
0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,2,49.2,103.70,Not Churn
0,0,1,0,58,1,1,2,1,1,1,0,1,1,2,1,3,109.45,6144.55,Churn
1,0,1,0,51,1,0,1,1,1,1,1,1,1,2,1,3,83.25,4089.45,Not Churn
0,0,1,1,46,1,0,0,2,2,2,2,2,2,2,1,2,19.25,864.20,Not Churn
1,0,0,0,1,1,0,0,2,2,2,2,2,2,0,1,3,19.65,19.65,Not Churn
1,0,0,0,46,1,1,2,0,0,0,0,0,0,0,0,3,72.8,3249.40,Not Churn
0,0,1,0,50,1,1,2,1,1,0,1,1,1,0,1,3,109.65,5405.80,Not Churn
1,0,1,1,53,1,0,1,0,1,0,1,1,0,0,0,3,65,3363.80,Not Churn
1,0,1,0,61,1,1,2,0,1,1,1,1,1,0,1,1,114.1,7132.15,Not Churn
1,0,0,0,5,1,0,0,2,2,2,2,2,2,0,0,3,20.65,93.55,Not Churn
1,0,0,0,47,1,0,1,1,1,1,1,1,1,1,1,3,86.95,4138.90,Not Churn
0,0,0,0,54,1,1,2,0,1,1,0,1,0,1,1,3,94.75,5121.75,Not Churn
1,0,0,1,19,0,2,1,0,0,0,0,0,0,0,1,3,25.35,566.10,Not Churn
0,0,0,1,26,1,0,2,0,1,1,1,1,1,2,1,1,105.45,2715.30,Not Churn
1,0,1,1,70,1,1,0,2,2,2,2,2,2,2,0,2,25.4,1782.05,Not Churn
1,0,1,0,17,1,1,2,0,1,1,0,1,1,0,1,1,102.55,1742.50,Not Churn
0,0,0,0,30,1,1,2,0,1,0,0,1,1,0,1,1,100.2,2983.80,Churn
0,0,0,1,1,1,1,0,2,2,2,2,2,2,0,0,2,24,24.00,Not Churn
0,0,1,1,19,1,1,0,2,2,2,2,2,2,2,0,2,25.6,485.90,Not Churn
0,0,1,0,26,1,0,1,0,1,1,0,1,1,2,1,3,73.5,1905.70,Not Churn
0,0,1,1,21,1,0,2,0,1,0,0,0,0,0,1,3,74.05,1565.70,Churn
1,0,1,0,50,1,1,2,0,1,0,0,1,1,1,1,1,98.25,4858.70,Not Churn
0,0,1,0,68,0,2,1,1,0,1,0,1,1,1,1,1,54.4,3723.65,Not Churn
1,0,0,0,3,1,1,2,0,0,1,0,1,1,0,1,3,101.55,298.35,Churn
1,0,1,1,9,1,0,2,0,0,1,1,1,1,0,0,1,103.1,970.45,Not Churn
0,0,1,1,51,0,2,1,1,0,0,1,0,0,2,0,3,34.2,1782.00,Not Churn
0,0,0,0,9,1,0,1,0,0,0,0,0,0,0,1,1,43.75,405.70,Not Churn
1,1,1,1,41,1,1,2,0,1,1,1,1,1,1,1,1,111.95,4534.90,Churn
1,0,0,0,22,1,1,2,0,1,0,0,1,1,0,1,1,100.65,2415.95,Not Churn
0,0,1,1,21,0,2,1,1,0,1,0,1,1,1,1,1,55.95,1157.05,Churn
1,0,1,1,71,1,1,2,1,1,1,1,1,1,2,1,3,116.05,8297.50,Not Churn
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,45.75,45.75,Churn
1,0,1,1,26,1,1,1,0,0,1,1,1,1,1,1,3,82,2083.10,Not Churn
1,0,1,0,71,1,1,1,1,1,0,1,0,0,2,0,3,65.15,4681.75,Not Churn
1,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,3,44.8,176.20,Not Churn
0,0,0,0,12,1,1,2,1,0,0,0,0,0,0,1,1,79.8,1001.20,Not Churn
0,0,1,0,18,1,1,2,0,0,0,1,1,0,0,1,1,88.85,1594.75,Not Churn
0,0,0,0,3,1,1,2,0,0,0,0,0,0,0,1,1,74.95,212.40,Not Churn
0,1,1,0,72,1,1,2,1,1,0,0,1,1,1,1,3,106.85,7677.40,Not Churn
1,0,0,0,11,1,0,2,0,1,0,0,0,0,0,0,1,74.95,815.50,Churn
0,0,0,0,1,1,0,2,0,0,0,0,0,1,0,0,3,80.15,80.15,Churn
1,0,0,0,13,1,0,0,2,2,2,2,2,2,1,0,3,19.3,259.65,Not Churn
0,0,1,0,72,1,1,2,0,1,1,1,1,1,1,1,1,109.25,8109.80,Churn
1,0,1,0,42,1,1,1,1,0,0,0,0,0,1,0,3,56.1,2386.85,Not Churn
0,0,0,0,17,1,0,0,2,2,2,2,2,2,0,0,3,19.7,340.35,Not Churn
0,1,0,0,7,1,0,1,0,1,0,0,0,0,0,1,2,51.3,419.35,Not Churn
0,0,1,0,68,1,1,2,1,1,1,1,1,1,2,0,2,118.6,7990.05,Not Churn
1,0,1,1,56,1,1,0,2,2,2,2,2,2,2,0,3,24.15,1402.25,Not Churn
0,0,1,1,38,1,0,0,2,2,2,2,2,2,1,0,2,20.3,749.35,Not Churn
0,0,1,1,72,1,1,2,1,1,1,1,1,1,2,1,1,115.5,8425.15,Not Churn
0,0,0,0,48,1,1,0,2,2,2,2,2,2,1,0,3,25.05,1171.50,Not Churn
0,1,1,0,52,1,1,2,1,1,1,0,1,1,0,1,1,109.1,5647.95,Not Churn
0,0,1,1,35,1,0,0,2,2,2,2,2,2,1,0,2,19.65,708.80,Not Churn
1,0,1,0,67,1,1,2,0,1,1,1,1,1,2,1,3,111.3,7567.20,Not Churn
0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,2,29.9,29.90,Not Churn
1,0,0,0,53,1,0,2,0,1,0,1,0,0,0,1,2,80.6,4348.10,Not Churn
1,0,1,1,34,1,0,0,2,2,2,2,2,2,0,0,2,20.8,635.90,Not Churn
0,0,0,0,3,0,2,1,0,0,0,0,1,0,0,0,3,35.2,108.95,Churn
0,0,1,0,1,1,0,2,0,0,0,0,1,0,0,0,1,78.8,78.80,Churn
1,0,0,0,19,1,0,2,0,0,1,1,1,0,0,0,2,89.95,1682.40,Not Churn
0,1,1,0,60,1,1,2,1,1,1,1,1,1,2,1,3,116.05,6925.90,Not Churn
1,0,0,0,11,1,0,0,2,2,2,2,2,2,2,0,3,19.55,223.15,Not Churn
0,0,0,0,47,1,1,2,0,1,1,0,1,1,0,1,1,106.4,5127.95,Churn
1,0,0,0,18,1,0,1,1,0,0,0,0,0,0,0,1,49.4,874.80,Churn
0,0,1,1,60,1,1,2,1,1,1,1,1,1,2,0,3,115.25,6758.45,Not Churn
1,0,1,0,72,1,1,0,2,2,2,2,2,2,2,0,3,24.8,1874.30,Not Churn
1,0,0,0,39,1,0,0,2,2,2,2,2,2,1,0,2,19.9,791.15,Not Churn
0,0,1,0,59,1,0,2,1,0,1,0,0,0,1,1,3,81.25,4639.45,Not Churn
1,0,1,1,2,1,0,2,0,0,0,0,0,0,0,0,2,69.95,143.90,Not Churn
1,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,69.1,69.10,Churn
1,0,1,1,20,1,0,2,0,0,0,0,1,1,0,1,1,90.2,1776.55,Churn
0,0,0,0,6,1,1,2,0,0,0,0,1,1,0,1,3,93.55,536.40,Churn
1,0,0,0,71,1,1,2,0,0,1,1,0,0,2,1,3,86.4,6172.00,Not Churn
0,0,1,0,24,1,1,1,1,1,1,0,0,0,0,0,2,66.3,1559.45,Not Churn
1,1,1,0,67,1,1,2,0,0,0,0,1,1,0,1,3,94.65,6079.00,Not Churn
1,0,0,0,1,1,0,2,0,0,0,0,0,1,0,1,2,80.85,80.85,Churn
0,0,1,1,48,1,1,2,0,0,0,0,0,1,1,1,2,82.05,4029.95,Churn
0,0,1,0,37,1,1,1,0,1,0,1,0,1,1,0,2,72.1,2658.40,Not Churn
1,0,0,0,11,0,2,1,0,1,1,0,0,0,0,0,2,34.7,383.55,Not Churn
1,0,1,0,3,1,0,0,2,2,2,2,2,2,0,1,3,20.55,51.15,Churn
0,0,1,0,18,1,0,2,0,0,1,0,1,1,0,1,3,95.95,1745.50,Not Churn
1,0,1,1,50,1,0,1,0,0,0,0,0,0,1,1,3,44.8,2230.85,Not Churn
0,0,1,1,67,1,1,2,1,0,1,1,1,1,1,1,1,109.4,7281.60,Not Churn
0,0,1,0,25,1,0,1,1,1,0,1,0,1,0,1,2,71.05,1837.70,Not Churn
0,1,0,0,2,1,1,2,0,0,1,0,0,0,0,1,1,78.55,149.55,Churn
1,0,0,0,9,1,0,0,2,2,2,2,2,2,0,0,3,19.7,180.70,Not Churn
0,0,0,1,10,0,2,1,1,1,0,1,0,0,1,0,2,40.25,411.45,Not Churn
0,0,1,0,70,1,0,0,2,2,2,2,2,2,2,0,3,19.85,1328.35,Not Churn
1,0,0,0,9,1,0,1,1,0,1,1,0,1,0,1,3,68.25,576.95,Not Churn
0,0,0,0,4,1,0,0,2,2,2,2,2,2,0,1,3,20.15,68.45,Not Churn
0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,2,50.95,123.05,Not Churn
0,0,0,1,1,1,0,2,0,0,0,0,0,1,0,0,1,78.65,78.65,Churn
1,0,0,0,19,0,2,1,0,0,0,0,0,0,0,1,3,25.15,468.35,Not Churn
1,0,1,1,7,1,0,0,2,2,2,2,2,2,0,1,3,20.25,174.70,Not Churn
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,42.9,42.90,Churn
1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,44,44.00,Not Churn
0,0,1,1,9,1,0,0,2,2,2,2,2,2,1,0,2,20.25,172.35,Not Churn
0,0,0,0,3,0,2,1,1,0,0,1,0,0,0,0,2,34.25,139.35,Churn
0,0,0,0,9,0,2,1,1,0,1,1,1,1,0,0,2,58.5,539.85,Churn
0,0,0,0,5,1,0,1,1,0,1,0,0,0,0,0,3,55.8,300.40,Not Churn
0,0,1,1,56,1,0,2,0,0,0,0,1,1,1,0,3,88.9,4968.00,Not Churn
0,0,0,1,18,1,1,1,1,0,0,0,0,0,0,0,2,57.65,992.70,Not Churn
1,1,0,0,49,1,1,2,0,0,0,0,1,1,0,1,1,96.2,4718.25,Churn
1,0,1,0,70,1,1,1,1,1,1,1,1,0,2,0,2,79.15,5536.50,Not Churn
0,0,0,0,72,1,1,2,0,1,1,1,1,1,2,1,3,108.05,7806.60,Not Churn
0,1,0,0,6,1,0,2,0,0,1,0,0,0,0,0,1,74.4,434.10,Churn
1,1,1,0,17,1,1,2,0,0,0,0,1,1,0,1,1,94.8,1563.90,Not Churn
1,0,1,0,29,0,2,1,0,0,0,0,1,1,0,1,1,45.9,1332.40,Not Churn
0,0,1,0,6,1,1,2,0,1,1,0,1,1,0,1,1,105.3,545.20,Churn
1,0,1,0,63,1,1,2,0,0,1,0,1,1,2,0,1,102.6,6296.75,Not Churn
1,0,1,0,16,1,1,2,0,0,0,0,0,0,0,1,3,73.85,1284.20,Churn
1,0,0,0,59,1,0,1,0,0,1,0,0,1,1,1,3,61.35,3645.50,Not Churn
0,0,0,0,3,1,0,1,0,0,1,0,1,0,0,0,1,57.55,161.45,Not Churn
0,0,0,0,8,0,2,1,0,1,0,0,0,0,0,1,2,29.25,226.95,Not Churn
0,1,1,0,7,1,1,2,0,0,0,0,0,1,0,1,1,84.55,646.85,Churn
0,0,0,0,68,1,0,0,2,2,2,2,2,2,2,0,3,19.6,1441.65,Not Churn
0,0,1,1,68,1,1,2,1,0,1,1,1,1,2,0,3,111.75,7511.30,Not Churn
0,1,1,0,52,1,1,2,0,1,1,0,1,1,1,1,1,106.5,5621.85,Not Churn
1,0,1,1,72,1,1,2,1,1,0,1,1,1,2,1,3,107.7,7919.80,Not Churn
0,0,1,0,32,1,0,0,2,2,2,2,2,2,1,0,2,19.3,593.20,Not Churn
0,0,1,0,72,1,0,0,2,2,2,2,2,2,2,0,3,20.05,1423.65,Not Churn
1,0,1,1,1,1,0,2,0,0,0,0,0,0,0,1,3,69.95,69.95,Not Churn
1,0,1,1,42,1,0,1,1,0,0,1,0,1,1,0,3,63.7,2763.35,Not Churn
0,0,0,0,25,1,1,0,2,2,2,2,2,2,2,0,3,24.75,692.10,Churn
1,0,0,0,45,1,0,1,1,0,0,0,0,0,0,1,3,50.9,2298.55,Not Churn
0,0,1,1,43,0,2,1,1,0,1,1,1,1,1,1,3,60.4,2640.55,Not Churn
1,0,1,0,37,1,1,1,1,0,1,0,1,1,1,0,2,79.25,2911.80,Not Churn
0,1,0,0,20,1,1,2,0,0,0,0,0,1,0,1,3,85.8,1727.50,Churn
0,0,0,0,4,0,2,1,0,0,0,0,0,0,0,1,1,24.45,86.60,Churn
1,0,1,0,63,1,0,2,1,1,1,1,1,1,2,1,3,110.1,6705.70,Not Churn
1,0,0,0,3,1,0,2,0,0,0,0,1,1,0,0,2,90.7,237.65,Not Churn
1,0,1,1,66,1,1,0,2,2,2,2,2,2,2,1,3,25.3,1672.35,Not Churn
1,0,0,0,28,1,1,2,0,1,1,0,1,1,0,1,1,105.7,2979.50,Churn
0,1,0,0,8,1,1,2,0,0,0,0,0,1,0,0,1,85.2,695.75,Not Churn
1,0,0,1,71,1,1,0,2,2,2,2,2,2,2,0,2,24.35,1654.60,Not Churn
1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,1,24.25,24.25,Churn
0,0,1,1,72,1,1,0,2,2,2,2,2,2,2,0,3,25.1,1857.85,Not Churn
1,1,1,0,16,1,0,1,1,1,0,0,0,0,0,1,3,54.55,825.10,Not Churn
1,0,1,0,66,1,1,2,1,1,1,1,0,0,2,0,2,96.6,6424.25,Not Churn
0,0,0,0,11,1,1,2,0,0,0,0,0,0,0,1,1,76.5,837.95,Churn
1,0,0,0,51,1,1,1,1,1,1,1,1,0,1,1,3,81.15,4126.20,Not Churn
0,0,0,1,8,0,2,1,1,0,0,0,0,1,0,1,1,38.5,330.80,Not Churn
1,0,0,0,14,1,0,2,0,0,0,0,1,1,0,1,1,92.9,1337.45,Not Churn
0,0,0,0,4,1,1,2,0,1,0,1,0,1,0,1,1,93.5,362.20,Churn
0,0,0,0,70,1,1,1,1,1,1,0,1,1,2,0,2,84.7,5991.05,Not Churn
0,0,0,1,70,1,1,1,1,1,0,1,0,0,2,0,1,66,4891.50,Not Churn
0,1,1,0,54,1,1,2,0,1,0,0,1,1,1,1,3,101.5,5373.10,Churn
1,0,0,1,28,1,0,2,1,0,0,0,0,0,0,1,3,74.9,2068.55,Churn
1,0,0,0,24,1,0,0,2,2,2,2,2,2,2,0,2,20.75,487.05,Not Churn
0,0,1,0,69,1,0,1,0,1,0,0,0,1,2,1,3,61.45,4131.20,Not Churn
1,0,1,1,42,1,0,1,1,1,0,0,0,0,0,0,2,54.5,2301.15,Not Churn
0,1,0,0,2,1,0,2,0,0,0,0,0,0,0,1,1,69.6,131.65,Churn
0,1,0,0,39,1,1,2,0,0,1,0,1,1,0,1,1,99.75,4036.00,Not Churn
1,0,1,1,45,1,1,2,0,1,1,1,1,1,2,1,3,109.75,4900.65,Not Churn
1,0,1,1,72,1,1,1,1,1,1,1,1,0,2,1,3,80.85,5727.45,Not Churn
0,0,0,0,38,1,0,0,2,2,2,2,2,2,2,0,2,20.3,743.05,Not Churn
